"","hgnc_symbol","gene_biotype"
"14407","TWF1","protein_coding"
"14408","GNA12","protein_coding"
"14409","C2orf81","protein_coding"
"14410","HYCC2","protein_coding"
"14411","IRAK4","protein_coding"
"14412","CYC1","protein_coding"
"14413","SHARPIN","protein_coding"
"14414","PARP1","protein_coding"
"14415","PROC","protein_coding"
"14416","ABHD11","protein_coding"
"14417","WDR97","protein_coding"
"14418","TRA2B","protein_coding"
"14419","CDIN1","protein_coding"
"14420","LIMS2","protein_coding"
"14421","MEPCE","protein_coding"
"14422","HGH1","protein_coding"
"14423","HNRNPA2B1","protein_coding"
"14424","TP53INP1","protein_coding"
"14425","RARRES1","protein_coding"
"14426","FAR2","protein_coding"
"14427","VCPIP1","protein_coding"
"14428","NLRP8","protein_coding"
"14429","C8orf44-SGK3","protein_coding"
"14430","MFSD1","protein_coding"
"14431","ERGIC2","protein_coding"
"14432","NLRP5","protein_coding"
"14433","HIGD2B","protein_coding"
"14434","SGK3","protein_coding"
"14435","ADPGK","protein_coding"
"14436","ZSCAN5B","protein_coding"
"14437","PLRG1","protein_coding"
"14438","CEACAM18","protein_coding"
"14439","NDUFS2","protein_coding"
"14440","FFAR1","protein_coding"
"14441","C3","protein_coding"
"14442","TM6SF1","protein_coding"
"14443","FAM234B","protein_coding"
"14444","FGB","protein_coding"
"14445","KRT80","protein_coding"
"14446","BNC1","protein_coding"
"14447","MAPKBP1","protein_coding"
"14448","KRT7","protein_coding"
"14449","FGA","protein_coding"
"14450","HAUS5","protein_coding"
"14451","FOXP1","protein_coding"
"14452","PLLP","protein_coding"
"14453","MYBPC3","protein_coding"
"14454","FGG","protein_coding"
"14455","RBM27","protein_coding"
"14456","KRT86","protein_coding"
"14457","GPR17","protein_coding"
"14458","KRT81","protein_coding"
"14459","ALMS1","protein_coding"
"14460","MCMDC2","protein_coding"
"14461","ABLIM3","protein_coding"
"14462","KRT83","protein_coding"
"14463","RBM42","protein_coding"
"14464","CAPN15","protein_coding"
"14465","FGF2","protein_coding"
"14466","KRT85","protein_coding"
"14467","FGFR3","protein_coding"
"14468","KRT84","protein_coding"
"14469","HDAC4","protein_coding"
"14470","KRT82","protein_coding"
"14471","MYO7A","protein_coding"
"14472","PRR35","protein_coding"
"14473","KRT75","protein_coding"
"14474","ONECUT1","protein_coding"
"14475","RBFOX1","protein_coding"
"14476","KRT6B","protein_coding"
"14477","QDPR","protein_coding"
"14478","KRT6C","protein_coding"
"14479","SPG11","protein_coding"
"14480","FBXO25","protein_coding"
"14481","KRT6A","protein_coding"
"14482","SMIM14","protein_coding"
"14483","ETV2","protein_coding"
"14484","KRT5","protein_coding"
"14485","PRDX1","protein_coding"
"14486","UBE2K","protein_coding"
"14487","AFAP1L1","protein_coding"
"14488","SPEGNB","protein_coding"
"14489","ID2","protein_coding"
"14490","KRT71","protein_coding"
"14491","TRHR","protein_coding"
"14492","KRT74","protein_coding"
"14493","ENY2","protein_coding"
"14494","COX6B1","protein_coding"
"14495","MBOAT2","protein_coding"
"14496","PDS5A","protein_coding"
"14497","KRT72","protein_coding"
"14498","ZNF451","protein_coding"
"14499","GRPEL2","protein_coding"
"14500","NASP","protein_coding"
"14501","UPK1A","protein_coding"
"14502","KRT73","protein_coding"
"14503","PCYOX1L","protein_coding"
"14504","KCNE4","protein_coding"
"14505","NUDCD1","protein_coding"
"14506","ACP5","protein_coding"
"14507","KIDINS220","protein_coding"
"14508","GRIP1","protein_coding"
"14509","IL17B","protein_coding"
"14510","SLC36A1","protein_coding"
"14511","MIOS","protein_coding"
"14512","ANKRD46","protein_coding"
"14513","KLK8","protein_coding"
"14514","GLCCI1","protein_coding"
"14515","N4BP2","protein_coding"
"14516","SNX31","protein_coding"
"14517","HPX","protein_coding"
"14518","TBC1D14","protein_coding"
"14519","COL9A1","protein_coding"
"14520","RNF145","protein_coding"
"14521","PABPC1","protein_coding"
"14522","CNTN5","protein_coding"
"14523","SUMF2","protein_coding"
"14524","TXNRD1","protein_coding"
"14525","CFAP184","protein_coding"
"14526","TADA2B","protein_coding"
"14527","GRPEL1","protein_coding"
"14528","CCDC17","protein_coding"
"14529","PSAPL1","protein_coding"
"14530","RAB33B","protein_coding"
"14531","TIFA","protein_coding"
"14532","MSANTD5","protein_coding"
"14533","NAV2","protein_coding"
"14534","GRIA2","protein_coding"
"14535","WWC1","protein_coding"
"14536","GPBP1L1","protein_coding"
"14537","YIPF4","protein_coding"
"14538","OVCH1","protein_coding"
"14539","TTC27","protein_coding"
"14540","SLC26A8","protein_coding"
"14541","PHKG1","protein_coding"
"14542","TMEM69","protein_coding"
"14543","SLC12A4","protein_coding"
"14544","SLC39A1","protein_coding"
"14545","MVK","protein_coding"
"14546","KLK15","protein_coding"
"14547","CHCHD2","protein_coding"
"14548","RARS1","protein_coding"
"14549","NUPR2","protein_coding"
"14550","SERBP1","protein_coding"
"14551","MRPS22","protein_coding"
"14552","CFAP144P1","protein_coding"
"14553","GUSB","protein_coding"
"14554","PROSER3","protein_coding"
"14555","EYA4","protein_coding"
"14556","EMC2","protein_coding"
"14557","ASL","protein_coding"
"14558","FBLL1","protein_coding"
"14559","PANK3","protein_coding"
"14560","KCNK9","protein_coding"
"14561","TIMELESS","protein_coding"
"14562","CGB1","protein_coding"
"14563","NTF4","protein_coding"
"14564","MIER1","protein_coding"
"14565","SHD","protein_coding"
"14566","OSMR","protein_coding"
"14567","CHRAC1","protein_coding"
"14568","EIF2A","protein_coding"
"14569","TMIGD2","protein_coding"
"14570","STARD5","protein_coding"
"14571","FSD1","protein_coding"
"14572","TMC3","protein_coding"
"14573","EIF3E","protein_coding"
"14574","RICTOR","protein_coding"
"14575","STAT2","protein_coding"
"14576","NGRN","protein_coding"
"14577","FAH","protein_coding"
"14578","TMPRSS9","protein_coding"
"14579","NUCB2","protein_coding"
"14580","VILL","protein_coding"
"14581","R3HDM4","protein_coding"
"14582","CRCP","protein_coding"
"14583","SMLR1","protein_coding"
"14584","PDCL2","protein_coding"
"14585","EPB41L2","protein_coding"
"14586","NMU","protein_coding"
"14587","KISS1R","protein_coding"
"14588","PANX1","protein_coding"
"14589","DGKD","protein_coding"
"14590","GNAT3","protein_coding"
"14591","GPR83","protein_coding"
"14592","GRM3","protein_coding"
"14593","MRPL3","protein_coding"
"14594","SLC45A1","protein_coding"
"14595","DPP3","protein_coding"
"14596","CTXND1","protein_coding"
"14597","MTERF1","protein_coding"
"14598","DUT","protein_coding"
"14599","EXOC1L","protein_coding"
"14600","GMIP","protein_coding"
"14601","KIF17","protein_coding"
"14602","EXOC1","protein_coding"
"14603","TFPI2","protein_coding"
"14604","TNFRSF1A","protein_coding"
"14605","MAZ","protein_coding"
"14606","GNG11","protein_coding"
"14607","BET1","protein_coding"
"14608","CPNE4","protein_coding"
"14609","NPY","protein_coding"
"14610","CYCS","protein_coding"
"14611","NEB","protein_coding"
"14612","SPMIP4","protein_coding"
"14613","UCHL5","protein_coding"
"14614","RFX7","protein_coding"
"14615","ZNF263","protein_coding"
"14616","ATP13A1","protein_coding"
"14617","CEP135","protein_coding"
"14618","NPVF","protein_coding"
"14619","NT5C3A","protein_coding"
"14620","BMAL2","protein_coding"
"14621","SORBS2","protein_coding"
"14622","C11orf91","protein_coding"
"14623","FBXO3","protein_coding"
"14624","VWA3A","protein_coding"
"14625","MATCAP2","protein_coding"
"14626","ZNF101","protein_coding"
"14627","ZNF14","protein_coding"
"14628","VWA5B2","protein_coding"
"14629","ANLN","protein_coding"
"14630","LPAR2","protein_coding"
"14631","RPS20","protein_coding"
"14632","RTN2","protein_coding"
"14633","SDR42E2","protein_coding"
"14634","NSD1","protein_coding"
"14635","CLEC18A","protein_coding"
"14636","IHO1","protein_coding"
"14637","PLEKHA2","protein_coding"
"14638","OR5B12","protein_coding"
"14639","OR51V1","protein_coding"
"14640","TMEM202","protein_coding"
"14641","SRD5A1","protein_coding"
"14642","MYH15","protein_coding"
"14643","AMPD3","protein_coding"
"14644","AOAH","protein_coding"
"14645","HEXA","protein_coding"
"14646","SMIM1","protein_coding"
"14647","HTRA4","protein_coding"
"14648","ZNF664","protein_coding"
"14649","RNF19B","protein_coding"
"14650","TM2D2","protein_coding"
"14651","OPA3","protein_coding"
"14652","GPR4","protein_coding"
"14653","ZNF582","protein_coding"
"14654","KCNH3","protein_coding"
"14655","GMEB1","protein_coding"
"14656","PODXL2","protein_coding"
"14657","TP53TG3F","protein_coding"
"14658","HSPB1","protein_coding"
"14659","ZNF846","protein_coding"
"14660","ABTB1","protein_coding"
"14661","FAM220A","protein_coding"
"14662","IGHV3OR16-17","protein_coding"
"14663","TMED4","protein_coding"
"14664","MCRS1","protein_coding"
"14665","BET1L","protein_coding"
"14666","CC2D1B","protein_coding"
"14667","SPDYE3","protein_coding"
"14668","WWP2","protein_coding"
"14669","PDE4D","protein_coding"
"14670","HUS1","protein_coding"
"14671","INPP4B","protein_coding"
"14672","GAS2","protein_coding"
"14673","MOGS","protein_coding"
"14674","JAK3","protein_coding"
"14675","KBTBD12","protein_coding"
"14676","IL1R2","protein_coding"
"14677","MGLL","protein_coding"
"14678","DAB1","protein_coding"
"14679","TERF1","protein_coding"
"14680","H2AX","protein_coding"
"14681","CLDN15","protein_coding"
"14682","APLNR","protein_coding"
"14683","HTR3B","protein_coding"
"14684","RPL18A","protein_coding"
"14685","GGH","protein_coding"
"14686","WDR12","protein_coding"
"14687","HCLS1","protein_coding"
"14688","LRRC8B","protein_coding"
"14689","FIS1","protein_coding"
"14690","BTBD8","protein_coding"
"14691","FYN","protein_coding"
"14692","PRPF40B","protein_coding"
"14693","IFITM2","protein_coding"
"14694","TP53TG3C","protein_coding"
"14695","CSPP1","protein_coding"
"14696","IFT22","protein_coding"
"14697","NPIPA8","protein_coding"
"14698","SLC5A5","protein_coding"
"14699","ZNF710","protein_coding"
"14700","SUMO1","protein_coding"
"14701","ANAPC15","protein_coding"
"14702","IDH2","protein_coding"
"14703","ZC3H11A","protein_coding"
"14704","IQCB1","protein_coding"
"14705","ZNF44","protein_coding"
"14706","NOMO2","protein_coding"
"14707","FAM149A","protein_coding"
"14708","PTPRZ1","protein_coding"
"14709","ZNF774","protein_coding"
"14710","FAM186B","protein_coding"
"14711","NOP58","protein_coding"
"14712","IQGAP1","protein_coding"
"14713","FMNL3","protein_coding"
"14714","EAF2","protein_coding"
"14715","SLC15A2","protein_coding"
"14716","BMPR2","protein_coding"
"14717","KAT6A","protein_coding"
"14718","ARL6IP4","protein_coding"
"14719","FAM117B","protein_coding"
"14720","PRDM8","protein_coding"
"14721","GP5","protein_coding"
"14722","CAP1","protein_coding"
"14723","MYLK","protein_coding"
"14724","ZNF512","protein_coding"
"14725","SPINT1","protein_coding"
"14726","FGF5","protein_coding"
"14727","CC2D2A","protein_coding"
"14728","CADPS2","protein_coding"
"14729","CCDC121","protein_coding"
"14730","GPN1","protein_coding"
"14731","C1S","protein_coding"
"14732","CLK3","protein_coding"
"14733","PLAT","protein_coding"
"14734","DEPDC1B","protein_coding"
"14735","CDV3","protein_coding"
"14736","HOXC13","protein_coding"
"14737","SUPT7L","protein_coding"
"14738","HOXC12","protein_coding"
"14739","EPHB2","protein_coding"
"14740","SRCAP","protein_coding"
"14741","HOXC11","protein_coding"
"14742","POU2AF1","protein_coding"
"14743","HOXC10","protein_coding"
"14744","TOPBP1","protein_coding"
"14745","HIF3A","protein_coding"
"14746","HOXC6","protein_coding"
"14747","FLYWCH2","protein_coding"
"14748","HOXC9","protein_coding"
"14749","CALML4","protein_coding"
"14750","RNF133","protein_coding"
"14751","RNF148","protein_coding"
"14752","ADRA2B","protein_coding"
"14753","HOXC8","protein_coding"
"14754","LAYN","protein_coding"
"14755","TAS2R16","protein_coding"
"14756","SLC13A1","protein_coding"
"14757","MAP4K3","protein_coding"
"14758","TGFBI","protein_coding"
"14759","SH2D7","protein_coding"
"14760","MYO1H","protein_coding"
"14761","NPIPB9","protein_coding"
"14762","NAA15","protein_coding"
"14763","NPIPB12","protein_coding"
"14764","SERINC4","protein_coding"
"14765","NINJ2","protein_coding"
"14766","NOL3","protein_coding"
"14767","FKBP4","protein_coding"
"14768","SIK2","protein_coding"
"14769","TBC1D2B","protein_coding"
"14770","SPINK8","protein_coding"
"14771","VPS35L","protein_coding"
"14772","SHOX2","protein_coding"
"14773","BTG4","protein_coding"
"14774","ITFG2","protein_coding"
"14775","HOATZ","protein_coding"
"14776","ATP13A5","protein_coding"
"14777","CDK11B","protein_coding"
"14778","TMEM86A","protein_coding"
"14779","PPP5C","protein_coding"
"14780","IGSF22","protein_coding"
"14781","ANKRD63","protein_coding"
"14782","SMAD5","protein_coding"
"14783","CSK","protein_coding"
"14784","NRIP2","protein_coding"
"14785","ROBO1","protein_coding"
"14786","TEX52","protein_coding"
"14787","FOXM1","protein_coding"
"14788","PTPN5","protein_coding"
"14789","AQP12A","protein_coding"
"14790","POLB","protein_coding"
"14791","SPMAP2L","protein_coding"
"14792","IMMT","protein_coding"
"14793","SPINK2","protein_coding"
"14794","RHNO1","protein_coding"
"14795","GDPGP1","protein_coding"
"14796","CCDC8","protein_coding"
"14797","SMIM32","protein_coding"
"14798","TULP3","protein_coding"
"14799","FAM90A27P","protein_coding"
"14800","GALNTL6","protein_coding"
"14801","ZSCAN4","protein_coding"
"14802","CCNH","protein_coding"
"14803","FEM1A","protein_coding"
"14804","TICAM1","protein_coding"
"14805","PLIN3","protein_coding"
"14806","UNC13C","protein_coding"
"14807","C3orf49","protein_coding"
"14808","ZNF732","protein_coding"
"14809","MRGPRX2","protein_coding"
"14810","MRGPRX1","protein_coding"
"14811","ZNF141","protein_coding"
"14812","OR5H15","protein_coding"
"14813","KCNMB2","protein_coding"
"14814","JAM3","protein_coding"
"14815","TEAD4","protein_coding"
"14816","ZNF721","protein_coding"
"14817","UHRF1","protein_coding"
"14818","SRGAP3","protein_coding"
"14819","PEAK1","protein_coding"
"14820","GYPB","protein_coding"
"14821","SPSB3","protein_coding"
"14822","DKK4","protein_coding"
"14823","ATOSA","protein_coding"
"14824","VDAC3","protein_coding"
"14825","TSPAN9","protein_coding"
"14826","VPS26B","protein_coding"
"14827","PRMT8","protein_coding"
"14828","UGT2B28","protein_coding"
"14829","PARP8","protein_coding"
"14830","CLK1","protein_coding"
"14831","GRM1","protein_coding"
"14832","CAPS2","protein_coding"
"14833","THYN1","protein_coding"
"14834","CPNE9","protein_coding"
"14835","UQCR11","protein_coding"
"14836","KIFC3","protein_coding"
"14837","UGT2B4","protein_coding"
"14838","TRMT12","protein_coding"
"14839","WDR88","protein_coding"
"14840","CAB39","protein_coding"
"14841","UGT2A1","protein_coding"
"14842","DUOXA1","protein_coding"
"14843","LRP3","protein_coding"
"14844","ZNF445","protein_coding"
"14845","XIRP2","protein_coding"
"14846","SLC7A10","protein_coding"
"14847","CTBP1","protein_coding"
"14848","NKTR","protein_coding"
"14849","ACAD8","protein_coding"
"14850","CEBPG","protein_coding"
"14851","RAB32","protein_coding"
"14852","LINGO3","protein_coding"
"14853","PRODH2","protein_coding"
"14854","HMGN3","protein_coding"
"14855","SMCO2","protein_coding"
"14856","UNG","protein_coding"
"14857","PET100","protein_coding"
"14858","ACOT11","protein_coding"
"14859","PLG","protein_coding"
"14860","ATF2","protein_coding"
"14861","STXBP2","protein_coding"
"14862","GLB1L3","protein_coding"
"14863","RASA2","protein_coding"
"14864","IMP3","protein_coding"
"14865","B3GAT2","protein_coding"
"14866","AKR1A1","protein_coding"
"14867","AKAP7","protein_coding"
"14868","OR8S1","protein_coding"
"14869","OGFOD2","protein_coding"
"14870","OR52E5","protein_coding"
"14871","CFAP299","protein_coding"
"14872","TAFA1","protein_coding"
"14873","NDUFB9","protein_coding"
"14874","SELENOK","protein_coding"
"14875","BMP3","protein_coding"
"14876","PRKG2","protein_coding"
"14877","SCAP","protein_coding"
"14878","PCMT1","protein_coding"
"14879","MTSS1","protein_coding"
"14880","PEPD","protein_coding"
"14881","PATL2","protein_coding"
"14882","BMPR1B","protein_coding"
"14883","SH2B1","protein_coding"
"14884","SHANK2","protein_coding"
"14885","VEGFA","protein_coding"
"14886","OR4F3","protein_coding"
"14887","GOLGA8B","protein_coding"
"14888","SHISA5","protein_coding"
"14889","TAF11L5","protein_coding"
"14890","TAF11L3","protein_coding"
"14891","TAF11L7","protein_coding"
"14892","TAF11L8","protein_coding"
"14893","OR5BS1P","protein_coding"
"14894","TAF11L13","protein_coding"
"14895","TAF11L4","protein_coding"
"14896","TAF11L6","protein_coding"
"14897","TAF11L10","protein_coding"
"14898","POLE","protein_coding"
"14899","TAF11L9","protein_coding"
"14900","TAF11L2","protein_coding"
"14901","TAF11L14","protein_coding"
"14902","APC","protein_coding"
"14903","FTO","protein_coding"
"14904","UNC5C","protein_coding"
"14905","CCDC174","protein_coding"
"14906","TMCO5A","protein_coding"
"14907","IZUMO1R","protein_coding"
"14908","PHF7","protein_coding"
"14909","NCAPD3","protein_coding"
"14910","EIF4E","protein_coding"
"14911","GOLGA6L4","protein_coding"
"14912","CPPED1","protein_coding"
"14913","GSR","protein_coding"
"14914","DIS3L","protein_coding"
"14915","CTSK","protein_coding"
"14916","SHISA9","protein_coding"
"14917","NIF3L1","protein_coding"
"14918","LNPEP","protein_coding"
"14919","HMGB4","protein_coding"
"14920","NPIPB7","protein_coding"
"14921","TRIM62","protein_coding"
"14922","WWOX","protein_coding"
"14923","METAP1","protein_coding"
"14924","WDR6","protein_coding"
"14925","LMBR1L","protein_coding"
"14926","CYP20A1","protein_coding"
"14927","CTSS","protein_coding"
"14928","TIPIN","protein_coding"
"14929","LIX1","protein_coding"
"14930","SHCBP1","protein_coding"
"14931","ADH5","protein_coding"
"14932","IL31RA","protein_coding"
"14933","MAP2K1","protein_coding"
"14934","VPS35","protein_coding"
"14935","TKT","protein_coding"
"14936","UBXN8","protein_coding"
"14937","FAM187B","protein_coding"
"14938","ADH4","protein_coding"
"14939","USF2","protein_coding"
"14940","ORC6","protein_coding"
"14941","LIN9","protein_coding"
"14942","OS9","protein_coding"
"14943","PPP2CB","protein_coding"
"14944","NCKAP5","protein_coding"
"14945","SNAPC5","protein_coding"
"14946","ADH6","protein_coding"
"14947","MYLK3","protein_coding"
"14948","RPL4","protein_coding"
"14949","THAP4","protein_coding"
"14950","ABHD14A","protein_coding"
"14951","TEX15","protein_coding"
"14952","ADH1A","protein_coding"
"14953","CHST13","protein_coding"
"14954","TNIP1","protein_coding"
"14955","C16orf87","protein_coding"
"14956","ADH1B","protein_coding"
"14957","CIP2A","protein_coding"
"14958","POTEE","protein_coding"
"14959","TMEM71","protein_coding"
"14960","GPT2","protein_coding"
"14961","ADH1C","protein_coding"
"14962","DNAJA2","protein_coding"
"14963","RBMXL1","protein_coding"
"14964","CRBN","protein_coding"
"14965","CFLAR","protein_coding"
"14966","ZWILCH","protein_coding"
"14967","HAMP","protein_coding"
"14968","GBP1","protein_coding"
"14969","DHCR7","protein_coding"
"14970","PACRGL","protein_coding"
"14971","MAG","protein_coding"
"14972","NKAIN3","protein_coding"
"14973","KRBOX5","protein_coding"
"14974","DENND3","protein_coding"
"14975","GBP2","protein_coding"
"14976","ZDHHC21","protein_coding"
"14977","CNTN3","protein_coding"
"14978","TPD52L3","protein_coding"
"14979","UHRF2","protein_coding"
"14980","GBP7","protein_coding"
"14981","KREMEN2","protein_coding"
"14982","GBP4","protein_coding"
"14983","LEKR1","protein_coding"
"14984","AHDC1","protein_coding"
"14985","DDX23","protein_coding"
"14986","LSR","protein_coding"
"14987","ADPRH","protein_coding"
"14988","MAP3K7","protein_coding"
"14989","IQANK1","protein_coding"
"14990","DNAH12","protein_coding"
"14991","SETD1A","protein_coding"
"14992","SAMD12","protein_coding"
"14993","FGR","protein_coding"
"14994","FPGS","protein_coding"
"14995","FOXRED1","protein_coding"
"14996","RBMS1","protein_coding"
"14997","EMG1","protein_coding"
"14998","SLC39A14","protein_coding"
"14999","TSPAN4","protein_coding"
"15000","POLR2H","protein_coding"
"15001","BRD7","protein_coding"
"15002","GOLGA8H","protein_coding"
"15003","IFI6","protein_coding"
"15004","NPM2","protein_coding"
"15005","SLC24A5","protein_coding"
"15006","INSIG2","protein_coding"
"15007","CTXN2","protein_coding"
"15008","EP400","protein_coding"
"15009","SLC12A1","protein_coding"
"15010","SNRNP25","protein_coding"
"15011","THSD7B","protein_coding"
"15012","CEACAM5","protein_coding"
"15013","IFI44L","protein_coding"
"15014","SELENOI","protein_coding"
"15015","FGF17","protein_coding"
"15016","WFIKKN1","protein_coding"
"15017","METTL26","protein_coding"
"15018","SPAG16","protein_coding"
"15019","CEACAM6","protein_coding"
"15020","ADGB","protein_coding"
"15021","FHIP2B","protein_coding"
"15022","CEACAM3","protein_coding"
"15023","CYB561D1","protein_coding"
"15024","DNM1L","protein_coding"
"15025","AMIGO1","protein_coding"
"15026","GNAT2","protein_coding"
"15027","LYPD4","protein_coding"
"15028","EFHD1","protein_coding"
"15029","FBXL16","protein_coding"
"15030","DMRTC2","protein_coding"
"15031","PTGS2","protein_coding"
"15032","MST1","protein_coding"
"15033","MSLNL","protein_coding"
"15034","TAF10","protein_coding"
"15035","RPUSD1","protein_coding"
"15036","HR","protein_coding"
"15037","POTEI","protein_coding"
"15038","SGK1","protein_coding"
"15039","RPS19","protein_coding"
"15040","TMEM216","protein_coding"
"15041","HOPX","protein_coding"
"15042","DENND2B","protein_coding"
"15043","FOXN2","protein_coding"
"15044","DDAH1","protein_coding"
"15045","ERFL","protein_coding"
"15046","KCNK3","protein_coding"
"15047","RABAC1","protein_coding"
"15048","CHTF18","protein_coding"
"15049","NRXN1","protein_coding"
"15050","NGF","protein_coding"
"15051","UTS2B","protein_coding"
"15052","NOC2L","protein_coding"
"15053","SYK","protein_coding"
"15054","ATP1A3","protein_coding"
"15055","TMEM129","protein_coding"
"15056","REEP4","protein_coding"
"15057","UBAP1L","protein_coding"
"15058","CHRNA9","protein_coding"
"15059","RBM47","protein_coding"
"15060","PLEKHN1","protein_coding"
"15061","GNG13","protein_coding"
"15062","SRRM2","protein_coding"
"15063","HES4","protein_coding"
"15064","LGI3","protein_coding"
"15065","ISG15","protein_coding"
"15066","APBB2","protein_coding"
"15067","MRPL37","protein_coding"
"15068","MOBP","protein_coding"
"15069","BMP1","protein_coding"
"15070","SERPINC1","protein_coding"
"15071","TLNRD1","protein_coding"
"15072","COG2","protein_coding"
"15073","NPEPPS","protein_coding"
"15074","ZNF213","protein_coding"
"15075","MED12L","protein_coding"
"15076","GJA1","protein_coding"
"15077","CD79A","protein_coding"
"15078","CCDC88A","protein_coding"
"15079","TRIM72","protein_coding"
"15080","BCL2L12","protein_coding"
"15081","RUSF1","protein_coding"
"15082","CAPN9","protein_coding"
"15083","INAFM2","protein_coding"
"15084","PHGR1","protein_coding"
"15085","DISP2","protein_coding"
"15086","ZNF322","protein_coding"
"15087","BAHD1","protein_coding"
"15088","C1orf198","protein_coding"
"15089","CHST14","protein_coding"
"15090","H2BC4","protein_coding"
"15091","CBLN1","protein_coding"
"15092","IVD","protein_coding"
"15093","PSME3IP1","protein_coding"
"15094","SETD2","protein_coding"
"15095","STXBP5","protein_coding"
"15096","IFI44","protein_coding"
"15097","DNASE2","protein_coding"
"15098","KIF20A","protein_coding"
"15099","TDRD10","protein_coding"
"15100","MYO5A","protein_coding"
"15101","TMEM33","protein_coding"
"15102","TEX38","protein_coding"
"15103","ELOF1","protein_coding"
"15104","SBF2","protein_coding"
"15105","EFCAB14","protein_coding"
"15106","GFRA3","protein_coding"
"15107","CDH5","protein_coding"
"15108","FAM153A","protein_coding"
"15109","CRX","protein_coding"
"15110","ADAMTS3","protein_coding"
"15111","HTR3C","protein_coding"
"15112","TPRX1","protein_coding"
"15113","FCHO1","protein_coding"
"15114","HTR3E","protein_coding"
"15115","PSEN2","protein_coding"
"15116","TLE3","protein_coding"
"15117","IL22RA2","protein_coding"
"15118","AFP","protein_coding"
"15119","RABEP1","protein_coding"
"15120","TERB1","protein_coding"
"15121","PHYHIP","protein_coding"
"15122","TMEM244","protein_coding"
"15123","ARG1","protein_coding"
"15124","POLR3D","protein_coding"
"15125","IFNG","protein_coding"
"15126","AFM","protein_coding"
"15127","NAE1","protein_coding"
"15128","ABCF3","protein_coding"
"15129","PPEF2","protein_coding"
"15130","RPAIN","protein_coding"
"15131","IL26","protein_coding"
"15132","FAM153CP","protein_coding"
"15133","IL22","protein_coding"
"15134","FCRLA","protein_coding"
"15135","MED23","protein_coding"
"15136","MDM1","protein_coding"
"15137","F11","protein_coding"
"15138","PIWIL2","protein_coding"
"15139","DUSP12","protein_coding"
"15140","ASCL3","protein_coding"
"15141","OR51F1","protein_coding"
"15142","TRAF5","protein_coding"
"15143","C1QBP","protein_coding"
"15144","ABLIM2","protein_coding"
"15145","DHX33","protein_coding"
"15146","SETD5","protein_coding"
"15147","RFLNA","protein_coding"
"15148","CDO1","protein_coding"
"15149","SLC30A1","protein_coding"
"15150","HOXC4","protein_coding"
"15151","RD3","protein_coding"
"15152","POU2AF2","protein_coding"
"15153","HOXC5","protein_coding"
"15154","SMUG1","protein_coding"
"15155","POU2AF3","protein_coding"
"15156","ATG12","protein_coding"
"15157","ATF6","protein_coding"
"15158","ACOX3","protein_coding"
"15159","DDX10","protein_coding"
"15160","DERL2","protein_coding"
"15161","ENPP3","protein_coding"
"15162","AP3S1","protein_coding"
"15163","COX6C","protein_coding"
"15164","RNF26","protein_coding"
"15165","C1QTNF5","protein_coding"
"15166","MIS12","protein_coding"
"15167","MFRP","protein_coding"
"15168","NUP88","protein_coding"
"15169","SMIM10L1","protein_coding"
"15170","TMDD1","protein_coding"
"15171","SCN8A","protein_coding"
"15172","USP2","protein_coding"
"15173","PRRC1","protein_coding"
"15174","RABGGTB","protein_coding"
"15175","RMDN1","protein_coding"
"15176","CA7","protein_coding"
"15177","PDP2","protein_coding"
"15178","ABHD18","protein_coding"
"15179","RRAD","protein_coding"
"15180","PDGFC","protein_coding"
"15181","CIBAR2","protein_coding"
"15182","THY1","protein_coding"
"15183","MSH4","protein_coding"
"15184","TAF11L11","protein_coding"
"15185","TAF11L12","protein_coding"
"15186","TRIM61","protein_coding"
"15187","CPNE3","protein_coding"
"15188","DENND1B","protein_coding"
"15189","DRC12","protein_coding"
"15190","HYDIN","protein_coding"
"15191","MYEOV","protein_coding"
"15192","CCND1","protein_coding"
"15193","DHX40","protein_coding"
"15194","ABCC5","protein_coding"
"15195","LTO1","protein_coding"
"15196","SLC35A4","protein_coding"
"15197","LIMCH1","protein_coding"
"15198","SLC6A12","protein_coding"
"15199","SYCP2L","protein_coding"
"15200","CNGB3","protein_coding"
"15201","IRX1","protein_coding"
"15202","SOST","protein_coding"
"15203","DUSP3","protein_coding"
"15204","CRB1","protein_coding"
"15205","CENPK","protein_coding"
"15206","CFAP97D1","protein_coding"
"15207","FGF19","protein_coding"
"15208","MPP3","protein_coding"
"15209","NEDD9","protein_coding"
"15210","FGF4","protein_coding"
"15211","CXCR5","protein_coding"
"15212","SFTPC","protein_coding"
"15213","BCL9L","protein_coding"
"15214","UPK2","protein_coding"
"15215","DNAH8","protein_coding"
"15216","FOXR1","protein_coding"
"15217","FAP","protein_coding"
"15218","CD300LG","protein_coding"
"15219","SLC6A13","protein_coding"
"15220","HMBS","protein_coding"
"15221","MPL","protein_coding"
"15222","ABRA","protein_coding"
"15223","CDRT4","protein_coding"
"15224","FZD3","protein_coding"
"15225","PPWD1","protein_coding"
"15226","TVP23C-CDRT4","protein_coding"
"15227","KDM5A","protein_coding"
"15228","TVP23C","protein_coding"
"15229","CDC20","protein_coding"
"15230","ARNT2","protein_coding"
"15231","INTS9","protein_coding"
"15232","CACNA1H","protein_coding"
"15233","CUL3","protein_coding"
"15234","HTR3D","protein_coding"
