"","hgnc_symbol","gene_biotype"
"12171","FAM24A","protein_coding"
"12172","C10orf88","protein_coding"
"12173","IQCF5","protein_coding"
"12174","PARP3","protein_coding"
"12175","OR52K2","protein_coding"
"12176","MDFI","protein_coding"
"12177","FOS","protein_coding"
"12178","OR52K1","protein_coding"
"12179","CCDC87","protein_coding"
"12180","CCS","protein_coding"
"12181","PSTK","protein_coding"
"12182","ZNF474","protein_coding"
"12183","MPP2","protein_coding"
"12184","JDP2","protein_coding"
"12185","ZNF475","protein_coding"
"12186","IKZF5","protein_coding"
"12187","TRIQK","protein_coding"
"12188","MACIR","protein_coding"
"12189","ENO4","protein_coding"
"12190","ACTN1","protein_coding"
"12191","PPIP5K2","protein_coding"
"12192","ACTA2","protein_coding"
"12193","RBM14","protein_coding"
"12194","KMT2E","protein_coding"
"12195","ZSCAN5A","protein_coding"
"12196","NHERF2","protein_coding"
"12197","RBM14-RBM4","protein_coding"
"12198","NOL9","protein_coding"
"12199","PPP1R14D","protein_coding"
"12200","RBM4","protein_coding"
"12201","SNX33","protein_coding"
"12202","CATSPER2","protein_coding"
"12203","KCTD15","protein_coding"
"12204","TAS1R1","protein_coding"
"12205","OTUD4","protein_coding"
"12206","RBM4B","protein_coding"
"12207","ZBTB48","protein_coding"
"12208","BMPR1A","protein_coding"
"12209","ARHGAP32","protein_coding"
"12210","ZNF439","protein_coding"
"12211","UQCC4","protein_coding"
"12212","RALYL","protein_coding"
"12213","LRRC8C","protein_coding"
"12214","PERCC1","protein_coding"
"12215","TNPO2","protein_coding"
"12216","CCDC154","protein_coding"
"12217","EPHA8","protein_coding"
"12218","TCF12","protein_coding"
"12219","ZNF140","protein_coding"
"12220","DNLZ","protein_coding"
"12221","SCN10A","protein_coding"
"12222","UBAC1","protein_coding"
"12223","ART3","protein_coding"
"12224","HEATR1","protein_coding"
"12225","NUAK1","protein_coding"
"12226","NACC2","protein_coding"
"12227","WDR35","protein_coding"
"12228","KCNV1","protein_coding"
"12229","SEPTIN14","protein_coding"
"12230","TBC1D15","protein_coding"
"12231","RIPPLY2","protein_coding"
"12232","UQCRB","protein_coding"
"12233","TMEM250","protein_coding"
"12234","COBL","protein_coding"
"12235","LHX3","protein_coding"
"12236","MCUR1","protein_coding"
"12237","CAPN7","protein_coding"
"12238","PHACTR2","protein_coding"
"12239","QSOX2","protein_coding"
"12240","PSME3","protein_coding"
"12241","BMS1","protein_coding"
"12242","CCDC187","protein_coding"
"12243","LAPTM4B","protein_coding"
"12244","ELK1","protein_coding"
"12245","OTOF","protein_coding"
"12246","RET","protein_coding"
"12247","ANO5","protein_coding"
"12248","CYB5B","protein_coding"
"12249","PRRC2B","protein_coding"
"12250","CHRNB3","protein_coding"
"12251","MT1HL1","protein_coding"
"12252","LONRF3","protein_coding"
"12253","STX12","protein_coding"
"12254","CLXN","protein_coding"
"12255","ATP8A1","protein_coding"
"12256","SH3BP5","protein_coding"
"12257","CYP3A7-CYP3A51P","protein_coding"
"12258","PPP1R8","protein_coding"
"12259","ZDHHC17","protein_coding"
"12260","CATSPER3","protein_coding"
"12261","TSPYL5","protein_coding"
"12262","INIP","protein_coding"
"12263","DUS4L-BCAP29","protein_coding"
"12264","CBLL2","protein_coding"
"12265","KCNS2","protein_coding"
"12266","PITX1","protein_coding"
"12267","PBDC1","protein_coding"
"12268","GATAD2A","protein_coding"
"12269","MAT1A","protein_coding"
"12270","RAD54B","protein_coding"
"12271","SNX30","protein_coding"
"12272","SLC25A48","protein_coding"
"12273","DYDC1","protein_coding"
"12274","THEMIS2","protein_coding"
"12275","ZNF761","protein_coding"
"12276","ZNF883","protein_coding"
"12277","ZNF383","protein_coding"
"12278","RAPGEF1","protein_coding"
"12279","NARF","protein_coding"
"12280","DYDC2","protein_coding"
"12281","OR2AP1","protein_coding"
"12282","OR6C2","protein_coding"
"12283","GLT8D2","protein_coding"
"12284","NEUROG1","protein_coding"
"12285","OR52M1","protein_coding"
"12286","CXCL14","protein_coding"
"12287","OR5M1","protein_coding"
"12288","METTL6","protein_coding"
"12289","ZNF551","protein_coding"
"12290","OR51F2","protein_coding"
"12291","PRXL2A","protein_coding"
"12292","OR8B3","protein_coding"
"12293","OR8B2","protein_coding"
"12294","OR10A2","protein_coding"
"12295","OR5A1","protein_coding"
"12296","RPA2","protein_coding"
"12297","OR51G2","protein_coding"
"12298","OR51A7","protein_coding"
"12299","ZNF154","protein_coding"
"12300","LIN7A","protein_coding"
"12301","SLC6A7","protein_coding"
"12302","OR52E4","protein_coding"
"12303","ZNF671","protein_coding"
"12304","KCNJ11","protein_coding"
"12305","EAF1","protein_coding"
"12306","UBR5","protein_coding"
"12307","OR6A2","protein_coding"
"12308","ZNF776","protein_coding"
"12309","ZNF747","protein_coding"
"12310","OR51D1","protein_coding"
"12311","GPR141","protein_coding"
"12312","C12orf71","protein_coding"
"12313","FIGNL2","protein_coding"
"12314","ZNF891","protein_coding"
"12315","OR51E1","protein_coding"
"12316","WNK1","protein_coding"
"12317","POLR3K","protein_coding"
"12318","OR2AG2","protein_coding"
"12319","EPDR1","protein_coding"
"12320","OR10G8","protein_coding"
"12321","TSPAN14","protein_coding"
"12322","AIP","protein_coding"
"12323","MPG","protein_coding"
"12324","COLQ","protein_coding"
"12325","OR51A4","protein_coding"
"12326","CAMK2A","protein_coding"
"12327","NADSYN1","protein_coding"
"12328","NME8","protein_coding"
"12329","PRKCH","protein_coding"
"12330","BMP10","protein_coding"
"12331","TMEM219","protein_coding"
"12332","GKN2","protein_coding"
"12333","MFAP2","protein_coding"
"12334","JAKMIP1","protein_coding"
"12335","GKN1","protein_coding"
"12336","GRIN1","protein_coding"
"12337","ZNF816-ZNF321P","protein_coding"
"12338","PILRA","protein_coding"
"12339","ZNF816","protein_coding"
"12340","ANTXR1","protein_coding"
"12341","ATP13A2","protein_coding"
"12342","DPEP1","protein_coding"
"12343","ZNF347","protein_coding"
"12344","PTGDR","protein_coding"
"12345","PTCD1","protein_coding"
"12346","PTGER2","protein_coding"
"12347","ZNF665","protein_coding"
"12348","ZNF677","protein_coding"
"12349","ATP5MF-PTCD1","protein_coding"
"12350","B9D1","protein_coding"
"12351","VN1R2","protein_coding"
"12352","ATF7IP2","protein_coding"
"12353","KRTAP5-7","protein_coding"
"12354","ZNF160","protein_coding"
"12355","KRTAP5-8","protein_coding"
"12356","SH2D4B","protein_coding"
"12357","DNAAF5","protein_coding"
"12358","KRTAP5-9","protein_coding"
"12359","KRTAP5-10","protein_coding"
"12360","HACL1","protein_coding"
"12361","TEX36","protein_coding"
"12362","PRKAR1B","protein_coding"
"12363","OR8J3","protein_coding"
"12364","THAP12","protein_coding"
"12365","EDRF1","protein_coding"
"12366","ZNF223","protein_coding"
"12367","IPCEF1","protein_coding"
"12368","ZNF284","protein_coding"
"12369","GVQW3","protein_coding"
"12370","ZNF224","protein_coding"
"12371","TBC1D30","protein_coding"
"12372","ZNF225","protein_coding"
"12373","NLRC5","protein_coding"
"12374","ZNF234","protein_coding"
"12375","NR2C1","protein_coding"
"12376","FOXP2","protein_coding"
"12377","REG3A","protein_coding"
"12378","NKX3-2","protein_coding"
"12379","ZNF226","protein_coding"
"12380","BOD1L1","protein_coding"
"12381","CYFIP2","protein_coding"
"12382","SSTR2","protein_coding"
"12383","COG1","protein_coding"
"12384","CTNND1","protein_coding"
"12385","MMP21","protein_coding"
"12386","LRRTM1","protein_coding"
"12387","EMC7","protein_coding"
"12388","UROS","protein_coding"
"12389","CTNNA2","protein_coding"
"12390","PGBD4","protein_coding"
"12391","KATNBL1","protein_coding"
"12392","MTNAP1","protein_coding"
"12393","CCN1","protein_coding"
"12394","NDUFA12","protein_coding"
"12395","MTNR1A","protein_coding"
"12396","TBC1D9","protein_coding"
"12397","CPSF4L","protein_coding"
"12398","RNF10","protein_coding"
"12399","HHIPL2","protein_coding"
"12400","RNF4","protein_coding"
"12401","CDC42EP4","protein_coding"
"12402","EMC4","protein_coding"
"12403","ZNF227","protein_coding"
"12404","VCF1","protein_coding"
"12405","GCA","protein_coding"
"12406","TAF1A","protein_coding"
"12407","SEMA3B","protein_coding"
"12408","AFMID","protein_coding"
"12409","SNAP91","protein_coding"
"12410","ABHD2","protein_coding"
"12411","HSD17B3","protein_coding"
"12412","ZNF233","protein_coding"
"12413","KLK9","protein_coding"
"12414","EIF2AK2","protein_coding"
"12415","KLK10","protein_coding"
"12416","RNF222","protein_coding"
"12417","C17orf99","protein_coding"
"12418","MIA3","protein_coding"
"12419","GSG1L2","protein_coding"
"12420","GLOD4","protein_coding"
"12421","KLK11","protein_coding"
"12422","SLC25A3","protein_coding"
"12423","RLBP1","protein_coding"
"12424","EYA1","protein_coding"
"12425","SCFD2","protein_coding"
"12426","SLC35D2","protein_coding"
"12427","LNX1","protein_coding"
"12428","LSMEM2","protein_coding"
"12429","BCCIP","protein_coding"
"12430","HYAL3","protein_coding"
"12431","HEATR3","protein_coding"
"12432","DNAH2","protein_coding"
"12433","SLC12A6","protein_coding"
"12434","ZNF367","protein_coding"
"12435","KLK12","protein_coding"
"12436","HABP4","protein_coding"
"12437","NAA80","protein_coding"
"12438","TMEM114","protein_coding"
"12439","FIP1L1","protein_coding"
"12440","DHX32","protein_coding"
"12441","CDC14B","protein_coding"
"12442","AIDA","protein_coding"
"12443","CREBL2","protein_coding"
"12444","NDRG4","protein_coding"
"12445","KLK13","protein_coding"
"12446","GPR19","protein_coding"
"12447","DNAJB11","protein_coding"
"12448","APOLD1","protein_coding"
"12449","FANK1","protein_coding"
"12450","DDX47","protein_coding"
"12451","BROX","protein_coding"
"12452","TSEN2","protein_coding"
"12453","ABRAXAS2","protein_coding"
"12454","DNAJC10","protein_coding"
"12455","KLK14","protein_coding"
"12456","CTBP2","protein_coding"
"12457","SPDYE4","protein_coding"
"12458","CTU1","protein_coding"
"12459","USP36","protein_coding"
"12460","SIGLEC9","protein_coding"
"12461","ATP2A2","protein_coding"
"12462","SIGLEC7","protein_coding"
"12463","ERMAP","protein_coding"
"12464","SPATA31C1","protein_coding"
"12465","RSAD2","protein_coding"
"12466","PLXNB1","protein_coding"
"12467","ZNF454","protein_coding"
"12468","SPINK4","protein_coding"
"12469","GIMAP5","protein_coding"
"12470","BAG1","protein_coding"
"12471","LSM8","protein_coding"
"12472","RNF144A","protein_coding"
"12473","GRM6","protein_coding"
"12474","RNLS","protein_coding"
"12475","ZNF879","protein_coding"
"12476","CNPY1","protein_coding"
"12477","CD33","protein_coding"
"12478","SANBR","protein_coding"
"12479","ZNF354C","protein_coding"
"12480","ZNF691","protein_coding"
"12481","TTYH3","protein_coding"
"12482","CCNY","protein_coding"
"12483","ADAMTS2","protein_coding"
"12484","CHMP5","protein_coding"
"12485","IGLON5","protein_coding"
"12486","PYM1","protein_coding"
"12487","DISP1","protein_coding"
"12488","TLN1","protein_coding"
"12489","VSIG10L","protein_coding"
"12490","PVRIG","protein_coding"
"12491","PMEL","protein_coding"
"12492","ETFB","protein_coding"
"12493","SMIM10L3","protein_coding"
"12494","RAC1","protein_coding"
"12495","NMI","protein_coding"
"12496","FAM193B","protein_coding"
"12497","CLDND2","protein_coding"
"12498","HSD3B1","protein_coding"
"12499","NKG7","protein_coding"
"12500","DNAJC5B","protein_coding"
"12501","TNFAIP6","protein_coding"
"12502","GJD4","protein_coding"
"12503","LIM2","protein_coding"
"12504","FZD8","protein_coding"
"12505","ZNF697","protein_coding"
"12506","PRKCQ","protein_coding"
"12507","MLXIPL","protein_coding"
"12508","HMGCS2","protein_coding"
"12509","C19orf84","protein_coding"
"12510","PTDSS1","protein_coding"
"12511","RIF1","protein_coding"
"12512","SIGLEC10","protein_coding"
"12513","ASGR2","protein_coding"
"12514","REG4","protein_coding"
"12515","ERBIN","protein_coding"
"12516","ADGRD2","protein_coding"
"12517","ADAM30","protein_coding"
"12518","CDK2","protein_coding"
"12519","PYY","protein_coding"
"12520","CCDC51","protein_coding"
"12521","ADIRF","protein_coding"
"12522","ODF2","protein_coding"
"12523","PHGDH","protein_coding"
"12524","TNFRSF11B","protein_coding"
"12525","TMA7","protein_coding"
"12526","TREX1","protein_coding"
"12527","SNAI2","protein_coding"
"12528","PFKFB4","protein_coding"
"12529","TMEM106B","protein_coding"
"12530","GLIPR1L1","protein_coding"
"12531","MTBP","protein_coding"
"12532","EEF1AKMT2","protein_coding"
"12533","GLIPR1L2","protein_coding"
"12534","SGPL1","protein_coding"
"12535","GLIPR1","protein_coding"
"12536","NRF1","protein_coding"
"12537","KRR1","protein_coding"
"12538","TMEM72","protein_coding"
"12539","MTERF3","protein_coding"
"12540","FBXW7","protein_coding"
"12541","RASSF4","protein_coding"
"12542","SIGLECL1","protein_coding"
"12543","OR6C4","protein_coding"
"12544","CYRIA","protein_coding"
"12545","DEPP1","protein_coding"
"12546","KCNH6","protein_coding"
"12547","ZNF22","protein_coding"
"12548","MRPL13","protein_coding"
"12549","ERBB3","protein_coding"
"12550","UBE2H","protein_coding"
"12551","CCN3","protein_coding"
"12552","TMEM74","protein_coding"
"12553","FBXO32","protein_coding"
"12554","KANSL3","protein_coding"
"12555","TIGD4","protein_coding"
"12556","SLC10A4","protein_coding"
"12557","ZAR1","protein_coding"
"12558","TRRAP","protein_coding"
"12559","DCAF7","protein_coding"
"12560","NFATC2IP","protein_coding"
"12561","INSRR","protein_coding"
"12562","FRYL","protein_coding"
"12563","KIF20B","protein_coding"
"12564","CDH13","protein_coding"
"12565","MATN2","protein_coding"
"12566","LRRC47","protein_coding"
"12567","UCN2","protein_coding"
"12568","TACO1","protein_coding"
"12569","TMEM89","protein_coding"
"12570","ATXN7L3","protein_coding"
"12571","SLC26A6","protein_coding"
"12572","TRHDE","protein_coding"
"12573","HSBP1","protein_coding"
"12574","RBM20","protein_coding"
"12575","KNOP1","protein_coding"
"12576","HEXIM2","protein_coding"
"12577","OR6C75","protein_coding"
"12578","CCP110","protein_coding"
"12579","TBCE","protein_coding"
"12580","OR6C76","protein_coding"
"12581","OR6C6","protein_coding"
"12582","SLC16A11","protein_coding"
"12583","ANP32D","protein_coding"
"12584","C12orf54","protein_coding"
"12585","TRIM8","protein_coding"
"12586","DCAKD","protein_coding"
"12587","LALBA","protein_coding"
"12588","NEUROD4","protein_coding"
"12589","OR9K2","protein_coding"
"12590","FER1L5","protein_coding"
"12591","PMPCA","protein_coding"
"12592","FBXO43","protein_coding"
"12593","RAB18","protein_coding"
"12594","HEBP1","protein_coding"
"12595","SLC28A2","protein_coding"
"12596","LMAN2L","protein_coding"
"12597","GARIN6","protein_coding"
"12598","PRKAG1","protein_coding"
"12599","GPRC5B","protein_coding"
"12600","PTK2B","protein_coding"
"12601","GALNT7","protein_coding"
"12602","FBF1","protein_coding"
"12603","IQCK","protein_coding"
"12604","GATM","protein_coding"
"12605","CNNM4","protein_coding"
"12606","METTL14","protein_coding"
"12607","WNT8B","protein_coding"
"12608","CNNM3","protein_coding"
"12609","NDUFB8","protein_coding"
"12610","ZNF8","protein_coding"
"12611","PARD6A","protein_coding"
"12612","ZNF544","protein_coding"
"12613","SPECC1","protein_coding"
"12614","GLRB","protein_coding"
"12615","ANKRD23","protein_coding"
"12616","ENKD1","protein_coding"
"12617","CELSR3","protein_coding"
"12618","GAD2","protein_coding"
"12619","AFG2B","protein_coding"
"12620","CDKN1B","protein_coding"
"12621","C16orf86","protein_coding"
"12622","ERP29","protein_coding"
"12623","ANKRD39","protein_coding"
"12624","SLC30A4","protein_coding"
"12625","GFOD2","protein_coding"
"12626","CDK3","protein_coding"
"12627","PDE5A","protein_coding"
"12628","SEMA4C","protein_coding"
"12629","KCNC3","protein_coding"
"12630","BLOC1S6","protein_coding"
"12631","GPR142","protein_coding"
"12632","EPN2","protein_coding"
"12633","NPIPB6","protein_coding"
"12634","NAA25","protein_coding"
"12635","NCKIPSD","protein_coding"
"12636","NR1H2","protein_coding"
"12637","CIITA","protein_coding"
"12638","POLR2J3","protein_coding"
"12639","YME1L1","protein_coding"
"12640","RAMP1","protein_coding"
"12641","PCSK5","protein_coding"
"12642","MOGAT1","protein_coding"
"12643","SQOR","protein_coding"
"12644","ACSL3","protein_coding"
"12645","UPK3BL2","protein_coding"
"12646","TRAFD1","protein_coding"
"12647","IP6K2","protein_coding"
"12648","POLR2J2","protein_coding"
"12649","ADCYAP1R1","protein_coding"
"12650","ITGB1","protein_coding"
"12651","SLC35G3","protein_coding"
"12652","RUNDC1","protein_coding"
"12653","RFK","protein_coding"
"12654","EFCAB5","protein_coding"
"12655","HAUS3","protein_coding"
"12656","HECTD4","protein_coding"
"12657","SLC1A1","protein_coding"
"12658","USP8","protein_coding"
"12659","ZNF518B","protein_coding"
"12660","FRMD1","protein_coding"
"12661","CRACD","protein_coding"
"12662","ATP6V1C1","protein_coding"
"12663","SPIB","protein_coding"
"12664","COL7A1","protein_coding"
"12665","PTER","protein_coding"
"12666","PLPP6","protein_coding"
"12667","TNS3","protein_coding"
"12668","TANC2","protein_coding"
"12669","CDC37L1","protein_coding"
"12670","C1QL3","protein_coding"
"12671","DENND4B","protein_coding"
"12672","MYBPC2","protein_coding"
"12673","SRGN","protein_coding"
"12674","AK3","protein_coding"
"12675","SRP72","protein_coding"
"12676","RIPOR1","protein_coding"
"12677","NCALD","protein_coding"
"12678","LOXL3","protein_coding"
"12679","CCDC57","protein_coding"
"12680","GARIN5A","protein_coding"
"12681","FGF6","protein_coding"
"12682","DDIT3","protein_coding"
"12683","CCR6","protein_coding"
"12684","CRTC2","protein_coding"
"12685","C5","protein_coding"
"12686","EMC10","protein_coding"
"12687","RAB44","protein_coding"
"12688","ANAPC7","protein_coding"
